Gene ID	treated_1	treated_2	treated_3	untreated_1	untreated_2	untreated_3
SNHG3	3198	2195	2403	5082	3682	5049
SNORA73A	199	136	124	297	201	235
SNORA73B	48	39	53	79	58	72
TRNAU1AP	807	538	623	925	630	868
SNHG12	1623	1301	1394	1208	744	1032
SNORD99	27	25	25	44	29	42
SNORA61	93	68	86	146	79	122
SNORA44	56	39	43	40	25	38
SNORA16A	73	69	87	107	59	89
RAB42	27	28	13	37	23	34
TAF12	977	662	804	1617	1104	1579
TAF12-DT	9	20	20	44	35	48
RNU11	0	0	0	0	2	1
GMEB1	610	449	515	1118	746	876
YTHDF2	3913	2883	3045	5286	3518	4769
OPRD1	23	21	24	10	10	2
EPB41	2685	1912	2015	3950	2794	3743
TMEM200B	133	87	101	178	123	157
SRSF4	4163	2878	3238	6191	4117	5729
MECR	832	592	633	1166	784	991
PTPRU	2770	1843	2218	3435	2236	2954
LINC01756	0	1	1	1	0	0
LOC107984933	0	0	0	0	0	0
LOC107984934	0	1	0	0	0	0
LINC01648	0	0	0	5	1	1
LOC105378617	0	0	0	0	0	2
LOC105378618	0	0	0	0	0	0
MATN1	62	33	34	81	49	58
MATN1-AS1	135	81	106	279	157	206
LAPTM5	23	15	18	38	14	21
MIR4420	0	0	0	0	0	0
LOC105378620	0	0	2	0	1	1
LOC105378621	0	1	2	3	3	0
LINC01778	5	5	2	11	1	7
LOC400748	0	0	0	0	0	0
SDC3	2901	1938	2278	2415	1675	2109
PUM1	7624	5359	6027	9722	6277	8404
SNORD103A	39	38	30	66	48	72
SNORD103B	53	29	30	70	47	69
SNORD103C	1	3	1	1	3	1
LOC107984935	6	4	2	5	2	6
NKAIN1	5905	3794	4604	3100	1956	2519
SNRNP40	1146	853	900	2093	1506	2133
ZCCHC17	1182	852	967	1658	1169	1683
FABP3	65	49	51	460	276	396
LOC105378623	1	0	0	2	0	0
LOC107985470	0	0	1	1	0	2
SERINC2	657	433	496	1263	896	1137
LOC105378625	31	26	34	57	32	56
LOC105379772	8	6	6	10	5	15
LDC1P	5	1	9	5	1	0
LINC01226	3	2	2	3	1	6
LOC105378626	6	7	5	5	0	4
TINAGL1	34	18	29	3	4	6
HCRTR1	151	93	120	260	162	247
PEF1	2093	1331	1634	3028	2290	3112
PEF1-AS1	67	47	69	83	58	100
LOC105378628	1	0	1	3	0	1
COL16A1	317	201	219	378	275	331
LOC101929444	27	20	27	37	20	31
ADGRB2	431	333	329	973	582	795
MIR4254	0	0	0	0	6	1
SPOCD1	232	192	244	1354	994	1479
PTP4A2	6186	4578	4985	41412	29740	41212
KHDRBS1	7796	5828	6239	13329	9012	11921
TMEM39B	818	569	685	1110	806	998
MIR5585	2	1	1	0	0	1
KPNA6	4352	3073	3397	6197	4203	5861
TXLNA	3529	2408	2810	5518	3670	4961
CCDC28B	108	71	104	156	113	165
TMEM234	565	361	438	721	451	600
IQCC	206	183	200	428	289	402
DCDC2B	157	92	101	180	114	157
EIF3I	6803	4512	5558	9589	6622	9079
MTMR9LP	253	155	174	504	360	421
FAM167B	29	21	21	47	29	38
LCK	3	4	4	5	0	5
HDAC1	6500	4642	5423	10360	7229	9895
MARCKSL1	11871	8068	9726	13209	8925	11302
LOC105378629	13	14	13	17	17	18
TSSK3	333	219	292	638	438	581
FAM229A	141	121	107	224	143	166
BSDC1	4599	3110	3927	6145	4359	5923
ZBTB8B	0	1	3	17	10	9
ZBTB8A	620	478	475	779	614	844
LOC102723870	11	11	10	20	8	15
ZBTB8OS	435	375	379	761	529	660
RBBP4	4552	3544	3697	8569	6064	8422
SYNC	916	692	749	1822	1250	1693
KIAA1522	18593	12255	14815	18530	12278	15864
YARS1	3534	2594	2710	3397	2138	3136
S100PBP	1095	782	898	1916	1334	1935
FNDC5	36	22	24	44	27	50
LOC105378631	4	3	5	19	13	10
HPCA	64	51	66	95	76	100
TMEM54	2379	1497	1974	2700	1791	2422
LOC105378632	3	2	1	1	2	2
RNF19B	927	718	701	589	406	491
AK2	4165	3164	3530	7366	5154	6934
LOC105378635	2	1	3	0	1	1
AZIN2	117	65	67	131	72	108
LOC112268224	32	25	30	69	41	49
TRIM62	1741	1072	1321	1516	1056	1223
ZNF362	1850	1206	1413	2950	2107	2633
A3GALT2	0	3	2	3	1	2
PHC2	2647	1702	1985	2863	2026	2577
MIR3605	87	59	66	106	66	90
PHC2-AS1	11	13	5	40	27	34
ZSCAN20	459	339	358	604	450	614
CSMD2	4	0	1	0	0	0
LOC105378638	0	0	0	0	0	0
HMGB4	0	0	0	0	0	0
CSMD2-AS1	0	0	0	0	0	0
C1orf94	0	1	0	0	0	0
LOC105378639	0	0	1	0	0	0
LOC105378640	0	0	0	0	0	0
LOC105378641	1	0	0	0	0	0
MIR552	0	0	0	0	0	0
LOC105378642	17	11	15	17	14	20
GJB5	25	27	26	29	22	31
GJB4	17	14	29	21	15	17
GJB3	93	58	67	160	111	125
GJA4	13	6	8	13	8	13
SMIM12	1053	710	844	1390	965	1309
DLGAP3	173	143	133	160	78	131
GPR199P	121	77	82	153	122	148
TMEM35B	394	276	326	623	516	605
ZMYM6	1351	976	1074	1868	1223	1759
ZMYM1	916	707	701	1667	1168	1729
LOC105378644	20	6	17	4	3	2
SFPQ	21088	16915	16770	38470	25637	35018
ZMYM4	3125	2442	2610	4937	3471	4845
ZMYM4-AS1	72	62	64	124	74	127
KIAA0319L	5346	3686	4344	6622	4458	6038
NCDN	5357	3358	4321	5906	3751	4984
TFAP2E	172	137	103	217	141	187
TFAP2E-AS1	26	18	17	27	25	21
PSMB2	2225	1451	1726	3931	2745	3832
LOC105378646	0	0	0	0	0	0
C1orf216	606	441	448	949	631	854
CLSPN	119	90	130	1159	661	973
AGO4	1904	1405	1544	2955	2082	2871
AGO1	2474	1942	1992	3643	2244	3237
AGO3	1596	1217	1372	2425	1592	2284
LOC105378647	3	1	0	2	0	1
TEKT2	7	5	4	4	2	1
ADPRS	1204	777	1035	1662	1132	1525
COL8A2	3	1	8	1	1	1
TRAPPC3	1721	1213	1391	10892	7480	9916
MAP7D1	3044	2104	2305	1976	1246	1650
THRAP3	7866	5737	6449	13170	9253	12547
SH3D21	749	519	641	1400	932	1220
EVA1B	660	503	506	638	450	560
STK40	2844	1990	2241	1824	1231	1686
LSM10	492	333	403	672	463	633
OSCP1	176	177	173	252	189	260
SNORA63C	2	3	0	0	1	0
LOC107984940	0	0	0	1	4	2
MRPS15	1332	939	1086	2361	1656	2555
CSF3R	16	21	27	7	5	5
LOC107984941	0	0	0	0	0	0
LOC105378648	0	0	1	0	0	3
GRIK3	787	563	739	14588	10116	13932
MIR4255	0	0	0	0	0	0
LOC107984942	9	5	3	1	0	1
ZC3H12A-DT	393	244	357	361	225	361
ZC3H12A	3504	2266	2745	2456	1632	2011
MIR6732	84	56	67	45	31	52
MEAF6	8403	5768	6759	8794	6142	7566
MIR5581	233	200	163	231	134	191
LOC105378649	98	66	86	94	88	107
SNIP1	1601	1189	1360	1859	1382	1805
DNALI1	45	35	26	75	43	54
GNL2	3099	2272	2505	4655	3218	4349
RSPO1	16	9	15	8	9	5
C1orf109	1297	917	991	1936	1271	1799
CDCA8	396	286	312	2263	1500	2168
EPHA10	1710	1083	1331	1261	878	1083
LOC105378650	0	1	1	2	3	1
MANEAL	2308	1559	1835	9168	6040	8016
YRDC	1642	1158	1288	2169	1397	1994
C1orf122	2383	1719	1851	3076	2243	2750
MTF1	2165	1427	1722	2532	1729	2366
INPP5B	1447	1157	1218	2265	1537	2067
LOC105378651	39	34	35	60	46	54
SF3A3	2286	1799	1994	4343	2986	4279
FHL3	105	79	91	79	73	91
UTP11	814	576	643	1527	1015	1479
POU3F1	4	4	7	14	6	7
LOC107985103	1	5	1	1	2	2
MIR3659HG	0	8	1	5	4	3
MIR3659	0	0	0	0	0	0
LINC02786	0	0	0	0	0	0
LOC105378654	0	0	1	0	0	0
LINC01343	0	0	1	0	0	0
LOC105378657	0	0	0	0	0	0
LOC107984943	0	0	0	0	0	0
LINC01685	0	0	0	0	0	0
LOC105378658	0	0	0	0	0	0
LOC105378660	0	0	0	0	0	0
RRAGC	1614	1177	1352	1545	1016	1331
GJA9-MYCBP	555	427	468	945	680	978
MYCBP	528	414	453	913	646	948
LOC105378663	10	3	5	7	7	6
GJA9	22	11	13	29	25	26
RHBDL2	24	23	40	31	17	38
LOC105378662	22	12	26	39	13	21
AKIRIN1	2551	1992	1960	2676	1812	2601
NDUFS5	2882	1864	2318	5139	3710	5069
MACF1	8003	6040	6845	11428	7383	9853
KIAA0754	1310	862	1007	2328	1406	2054
LOC105378950	7	6	4	1	1	3
BMP8A	183	141	140	160	67	121
OXCT2P1	10	7	10	8	7	8
PPIEL	106	85	102	95	49	83
PABPC4	9374	6778	7314	10147	6670	8734
PABPC4-AS1	1191	833	984	1368	870	1191
SNORA55	47	33	41	100	27	64
HEYL	74	48	59	61	35	54
NT5C1A	0	0	0	0	0	1
HPCAL4	6	6	4	5	3	2
PPIE	1358	902	1141	2219	1593	2246
BMP8B	260	208	234	223	164	221
OXCT2	19	20	16	21	16	15
BMP8B-AS1	4	5	6	5	1	2
LOC101929536	14	19	23	31	15	13
LOC105378951	4	1	2	5	1	5
LINC02811	3	0	0	0	2	3
LOC105378665	2	0	1	0	1	2
LOC105378667	4	3	1	2	0	1
TRIT1	859	657	716	1219	837	1255
MYCL	348	223	234	240	169	175
MYCL-AS1	27	19	14	20	13	17
MFSD2A	58	33	51	85	39	55
LOC105378669	4	2	3	8	2	10
CAP1	5812	4139	4669	6414	4504	6241
PPT1	11200	8259	9020	9745	6798	9478
LOC105378671	0	1	3	0	0	1
RLF	1668	1216	1309	2743	1924	2615
TMCO2	0	1	2	2	0	1
ZMPSTE24	1557	1158	1231	2034	1380	1949
COL9A2	723	536	633	965	620	856
LOC107984945	0	0	0	0	0	0
SMAP2	786	603	698	1142	765	1055
ZFP69B	230	141	188	388	274	344
ZFP69	88	78	112	271	148	243
EXO5-DT	13	13	8	18	16	13
EXO5	181	116	113	300	216	290
ZNF684	31	30	39	55	49	73
LOC105378673	1	2	0	0	0	0
RIMS3	155	107	138	246	160	222
LOC105378675	7	8	4	7	5	4
LOC105378674	0	1	3	1	0	1
NFYC-AS1	205	166	166	443	291	389
NFYC	832	547	731	1516	880	1242
MIR30E	1	0	0	2	0	0
MIR30C1	0	0	1	0	0	0
KCNQ4	150	74	84	131	88	109
LOC105378676	0	0	0	0	0	0
CITED4	111	95	98	191	120	143
CTPS1	667	535	643	1845	1208	1724
SLFNL1-AS1	138	108	112	196	101	142
SLFNL1	43	29	36	69	38	47
SCMH1	1277	930	1089	1315	839	1178
FOXO6	532	456	408	402	260	334
FOXO6-AS1	9	4	2	11	8	15
LOC105378678	67	42	49	26	19	27
EDN2	144	78	91	75	58	81
HIVEP3	681	478	564	2423	1675	2063
GUCA2B	0	0	0	0	0	0
GUCA2A	6	2	2	1	0	1
FOXJ3	3923	2839	3236	4364	2979	4100
RIMKLA	380	320	344	703	580	695
ZMYND12	21	23	18	59	34	43
CCDC30	317	234	239	421	320	399
PPCS	1326	1015	1099	2122	1530	2094
PPIH	956	767	876	2143	1490	2011
YBX1	14002	9747	11434	27306	17733	25105
CLDN19	14	9	5	5	2	4
P3H1	680	418	536	944	623	883
C1orf50	595	519	526	825	598	811
TMEM269-DT	17	12	16	15	16	22
TMEM269	31	18	26	40	31	29
LOC107984946	8	3	5	9	8	7
SVBP	491	376	350	668	509	672
ERMAP	1399	997	1074	1686	1131	1396
ZNF691	476	349	396	865	575	795
LOC339539	6	4	2	3	1	2
SLC2A1	12505	8386	10114	12240	7894	10065
SLC2A1-DT	110	64	79	71	44	58
FAM183A	223	139	159	407	283	418
EBNA1BP2	2818	1767	2145	3496	2269	3096
MIR6733	10	7	7	15	10	9
CFAP57	60	34	48	79	34	52
LOC105378685	27	12	9	25	21	34
TMEM125	717	533	670	1160	815	1120
C1orf210	352	239	240	611	389	552
TIE1	3	0	6	1	1	10
MPL	29	17	10	45	25	39
CDC20-DT	32	21	18	62	47	60
CDC20	294	200	249	3049	1891	2780
ELOVL1	3840	2496	3048	4456	3113	4253
MIR6734	21	11	14	22	19	25
LOC112268225	58	21	37	115	75	85
MED8	885	598	708	1070	727	1020
MED8-AS1	104	54	79	110	77	106
SZT2	3544	2338	2892	5417	3617	4586
SZT2-AS1	150	102	120	217	147	179
MIR6735	0	0	0	2	1	2
HYI	334	233	265	579	369	512
PTPRF	32683	21318	26307	42273	27994	34683
KDM4A	4762	3357	3804	5975	4147	5259
KDM4A-AS1	466	281	324	523	352	480
ST3GAL3	164	122	151	284	194	262
ST3GAL3-AS1	0	0	0	4	1	2
MIR6079	0	0	1	0	2	0
ARTN	24	29	19	218	142	186
LINC02918	74	50	55	167	110	144
LOC101929609	216	136	186	319	223	289
IPO13	2360	1561	2005	2632	1853	2452
DPH2	2527	1516	2012	3517	2366	3070
ATP6V0B	4951	3449	3938	5336	3915	5036
B4GALT2	2433	1573	1984	3428	2335	3041
CCDC24	703	390	543	995	682	882
SLC6A9	2844	1870	2396	427	260	387
LOC107984948	92	48	63	38	22	35
KLF17	12	10	19	0	0	0
KLF18	0	0	1	0	0	0
DMAP1	2174	1369	1754	2139	1434	1875
ERI3	1579	1104	1356	2629	1842	2455
ERI3-IT1	104	83	134	223	139	237
SNORA110	2	1	2	2	0	0
RNF220	1800	1220	1492	2733	1948	2624
LOC107984951	0	0	0	0	0	0
MIR5584	0	0	0	0	0	0
LOC107984950	528	349	471	882	606	830
TMEM53	182	133	161	275	185	247
SNORD145	3	1	0	0	0	0
ARMH1	125	94	100	266	233	296
LOC105378690	15	11	23	44	45	54
RNU5F-1	1	1	2	7	2	5
RNU5D-1	0	0	1	0	0	2
KIF2C	157	121	110	1923	1298	1960
SNORD160	2	0	1	4	4	3
RPS8	56252	36926	44127	91036	66233	86566
SNORD55	143	121	110	178	50	185
SNORD46	23	10	18	29	22	39
SNORD38A	45	28	34	42	30	36
SNORD38B	59	30	52	82	65	110
BEST4	31	17	23	41	25	44
PLK3	336	220	248	282	203	233
DYNLT4	42	23	34	24	30	34
BTBD19	39	16	24	17	15	26
LOC107984952	2	0	5	3	2	1
PTCH2	133	81	100	194	115	169
EIF2B3	481	394	477	818	613	853
HECTD3	3188	2083	2526	2951	2077	2696
UROD	1062	638	913	2073	1481	2075
ZSWIM5	1123	846	970	1632	1116	1422
LOC105378691	35	28	25	61	37	47
LINC01144	33	26	25	57	35	43
HPDL	1884	1275	1506	2665	1779	2420
MUTYH	1117	661	918	1764	1284	1669
TOE1	717	480	590	1277	814	987
TESK2	1269	1000	1047	2624	1696	2354
CCDC163	221	164	187	309	220	286
MMACHC	1943	1382	1568	3774	2568	3627
PRDX1	7308	5525	5976	60872	41920	59768
AKR1A1	2433	1590	1999	4170	3067	4262
NASP	1947	1478	1590	7360	5133	7365
CCDC17	275	164	200	387	271	324
GPBP1L1	5249	3716	4042	7769	5369	7339
RPS15AP10	35	43	44	79	62	84
TMEM69	905	694	732	1553	1005	1493
IPP	423	329	342	989	669	930
LOC105378693	1	2	0	2	0	1
MAST2	2594	1712	2207	3441	2130	3031
LOC105378694	0	1	0	3	0	1
P3R3URF-PIK3R3	3849	2891	3142	4927	3489	4622
PIK3R3	4840	3622	3976	25852	18008	24196
LOC101929626	22	15	11	23	16	12
TSPAN1	3406	2488	2863	1196	901	1175
P3R3URF	0	0	0	0	0	0
POMGNT1	3126	2095	2679	3555	2485	3439
LURAP1	30	21	26	42	28	42
RAD54L	186	125	161	1576	867	1332
LRRC41	3448	2405	2874	4368	2726	3746
UQCRH	3984	2746	3287	6593	4979	6692
NSUN4	1202	844	931	1843	1353	1901
FAAH	3290	2131	2702	3549	2450	3199
FAAHP1	10	4	9	25	14	21
LINC01398	2	2	1	1	0	2
DMBX1	9	3	5	38	15	26
TMEM275	0	0	0	0	0	0
MKNK1-AS1	217	161	163	312	196	241
KNCN	0	1	0	0	0	0
MKNK1	2143	1520	1734	2685	1926	2517
MOB3C	507	354	394	479	319	455
LOC105378697	1	1	1	0	0	2
ATPAF1	1494	1198	1206	2738	2068	2761
TEX38	3	2	0	4	8	3
EFCAB14-AS1	168	128	132	182	124	185
EFCAB14	5041	3716	4039	6489	4367	5687
LOC105378698	54	42	38	62	40	56
LOC105378699	7	12	14	28	29	29
CYP4B1	163	125	141	363	241	425
CYP4Z2P	92	67	68	60	40	56
CYP4A11	2	0	1	0	0	0
CYP4X1	4	6	7	20	17	19
CYP4Z1	12	14	9	11	10	12
CYP4A22	2	1	1	3	2	3
LOC105378701	22	28	20	68	67	90
LINC00853	3	2	2	13	15	11
PDZK1IP1	1	0	0	0	1	0
TAL1	0	0	0	0	2	0
STIL	533	304	328	2080	1288	1992
CMPK1	2614	1899	2083	4616	3173	4254
LINC01389	20	17	13	49	29	33
FOXE3	6	3	3	5	3	8
FOXD2-AS1	79	39	63	109	80	95
FOXD2	21	22	18	37	22	26
LINC01738	0	0	0	0	0	1
TRABD2B	17	9	24	12	14	8
LINC02794	1	0	0	1	0	0
SKINT1L	3	0	0	0	1	1
SLC5A9	10	3	2	3	2	2
SPATA6	99	91	111	107	70	86
AGBL4	0	4	2	2	1	3
BEND5	16	11	5	16	3	13
LOC105378706	0	0	0	0	1	0
AGBL4-AS1	0	0	0	0	0	0
AGBL4-IT1	0	0	0	0	0	0
LOC107984954	0	0	0	0	0	0
LOC105378708	0	0	0	0	0	0
ELAVL4	0	0	0	0	0	0
LOC105378709	0	0	0	0	0	0
ELAVL4-AS1	0	0	0	0	0	0
LOC105378711	0	0	0	0	0	0
LOC105378710	0	0	0	0	0	0
LINC02808	1	1	0	0	0	0
DMRTA2	1	2	2	2	0	2
LOC105378714	0	0	1	1	2	1
FAF1	1656	1161	1210	2552	1824	2540
FAF1-AS1	17	11	5	31	25	27
LOC112268262	3	0	2	3	0	2
CDKN2C	65	63	78	504	297	469
MIR4421	0	0	0	0	0	0
MIR6500	0	0	0	0	0	0
C1orf185	3	0	0	0	0	0
LINC01562	2	2	6	2	2	9
RNF11	4402	3233	3509	5513	3609	4829
TTC39A	9614	6645	8037	51468	33384	45240
LOC105378717	54	31	30	73	57	61
TTC39A-AS1	183	130	143	199	143	178
EPS15	3291	2511	2681	4802	3399	4440
EPS15-AS1	122	73	109	133	92	109
CALR4P	71	58	80	102	64	118
LOC105378719	2	0	0	4	0	1
OSBPL9	3740	2932	3118	5531	3940	5262
NRDC	5344	4174	4376	9263	6566	9011
LOC105378721	361	250	279	590	389	508
MIR761	42	28	37	52	40	58
RAB3B	55	20	38	50	37	32
TXNDC12	1535	1202	1203	2406	1804	2458
KTI12	237	174	190	353	220	301
TXNDC12-AS1	4	5	0	3	2	3
BTF3L4	2588	1834	1953	3905	3005	3926
LOC107984956	2	1	0	0	0	0
ZFYVE9	1237	986	866	1455	1149	1500
CC2D1B	2087	1454	1744	2589	1699	2224
ORC1	38	33	44	637	413	619
PRPF38A	1665	1186	1300	3119	2088	2829
TUT4	284	209	189	429	284	354
LOC105378723	0	0	0	2	1	1
GPX7	2	1	3	2	3	8
SHISAL2A	2	2	0	3	2	0
COA7	1216	890	958	2178	1403	2106
ZYG11B	1373	1060	1131	1994	1442	2050
ZYG11A	472	310	388	1043	766	936
ECHDC2	2738	1952	2257	4563	3280	4364
SCP2	2121	1585	1726	3614	2593	3485
PODN	1	1	1	0	0	0
SLC1A7	1	0	1	0	0	1
LOC105378724	0	0	0	0	0	0
CPT2	1183	815	893	2159	1506	2043
CZIB	963	691	808	1784	1404	1884
MAGOH	617	458	522	1079	766	1070
MAGOH-DT	87	63	82	161	131	156
LRP8	820	585	671	1753	1131	1553
LOC105378728	30	33	24	74	40	64
LOC105378726	64	38	42	94	47	73
LRP8-DT	4	6	5	13	5	15
LOC105378731	9	3	7	16	15	10
LOC105378730	17	10	6	17	12	9
LINC02812	0	1	0	0	0	0
SLC25A3P1	0	0	0	0	0	0
LOC105378733	0	0	0	0	0	0
DMRTB1	0	0	0	0	0	0
GLIS1	7	1	1	2	0	0
NDC1	1229	954	977	3415	2393	3250
YIPF1	796	603	655	950	732	1034
DIO1	47	29	44	44	28	41
HSPB11	275	219	240	809	615	750
LRRC42	739	464	603	1159	910	1174
LDLRAD1	34	19	19	7	6	6
TMEM59	6497	4917	5403	7407	5559	6942
TCEANC2	590	410	471	1157	731	1132
MIR4781	0	0	0	0	0	0
CDCP2	1	1	0	1	3	5
CYB5RL	446	299	312	878	570	838
MRPL37	2401	1661	1805	4356	3038	4153
SSBP3	1862	1282	1456	2577	1666	2165
SSBP3-AS1	97	64	68	91	87	144
LOC105378735	0	0	0	1	0	0
LINC02784	0	0	0	1	0	0
ACOT11	93	72	104	136	75	119
FAM151A	24	17	14	29	7	18
MROH7-TTC4	377	260	317	585	447	554
MROH7	16	13	11	15	16	13
TTC4	383	256	313	594	445	564
PARS2	405	286	365	711	497	602
TTC22	7	5	11	17	6	12
LEXM	4	1	0	2	1	1
DHCR24	8794	5987	7260	14586	9294	12573
DHCR24-DT	51	47	53	73	52	64
TRK-CTT7-1	0	0	0	1	0	2
LOC105378736	0	0	1	0	1	2
TMEM61	57	36	36	33	28	34
BSND	6	3	6	5	6	6
PCSK9	13	5	10	10	8	21
USP24	4603	3495	3859	4818	3251	4490
LOC100507634	16	9	17	8	12	13
MIR4422HG	0	0	0	0	0	0
MIR4422	0	0	0	0	0	0
LOC105378740	0	0	0	0	0	0
LINC01753	0	0	0	0	0	0
LINC01755	0	0	0	0	0	0
LOC105378737	0	0	1	4	0	0
LOC105378741	0	0	0	0	4	0
LINC01767	15	9	12	17	26	22
PLPP3	820	598	679	1041	677	963
LOC101929935	4	3	1	3	4	1
PRKAA2	452	322	323	586	430	633
FYB2	55	28	39	247	196	221
C8A	2	0	0	0	0	0
C8B	1	0	0	0	0	0
LOC105378745	0	0	0	0	0	0
LOC112267900	1	0	0	0	0	0
DAB1	2	3	0	1	1	2
LOC105378748	0	0	0	0	0	0
LOC105378747	0	0	0	0	0	0
DAB1-AS1	0	0	0	0	0	0
LOC105378746	0	0	0	0	0	0
LOC107984960	10	7	7	18	17	19
OMA1	566	412	506	1201	844	1360
TACSTD2	9136	6818	7397	8302	5502	7137
MYSM1	3106	2280	2373	4253	3108	4037
LOC112268263	11	10	10	11	7	11
LOC105378751	15	25	11	13	12	10
JUN	11620	8904	8991	6214	4242	5110
LINC01135	33	25	37	52	43	48
LOC101926907	103	64	74	198	131	137
LOC107984961	0	1	1	1	2	0
LINC02777	35	24	20	40	28	40
LINC01358	0	1	0	0	0	3
HSD52	0	1	4	0	0	1
FGGY-DT	4	2	0	10	3	12
FGGY	380	244	245	571	419	564
MIR4711	0	0	0	0	0	0
LOC101926944	2	5	1	9	2	7
LOC105378758	2	2	1	3	11	6
HOOK1	3081	2271	2519	5944	4177	5853
CYP2J2	516	351	467	1362	856	1272
C1orf87	0	0	0	0	0	0
LINC02778	0	0	0	0	0	0
LOC107984963	0	0	0	0	0	0
LOC105378761	0	0	0	0	0	0
LOC107984962	0	0	0	0	0	0
LOC107985379	0	0	0	0	0	0
LINC01748	10	9	9	31	22	33
LOC101926964	0	1	0	0	0	0
LOC105378764	0	0	3	0	0	2
NFIA-AS2	0	0	0	0	0	0
NFIA	322	236	303	1081	687	932
NFIA-AS1	0	0	0	0	0	0
LOC105378766	3	1	4	0	0	1
LOC107984964	0	0	0	0	1	0
MGC34796	2	2	2	2	0	2
TM2D1	606	417	444	907	700	924
PATJ	5757	4324	4670	33860	22092	29176
MIR12132	1	0	2	0	0	4
LOC107984965	3	1	0	3	11	0
MIR3116-1	1	0	0	0	1	0
MIR3116-2	1	0	0	0	1	0
L1TD1	2	1	0	2	2	3
KANK4	15	11	12	6	1	4
LOC105378768	1	0	0	3	0	0
USP1	2050	1583	1864	5002	3305	4768
DOCK7	2246	1849	1733	2767	1870	2628
ANGPTL3	1	0	2	1	4	0
ATG4C	273	216	260	593	464	598
LINC01739	0	0	0	0	0	0
LINC00466	3	5	1	5	4	10
LOC105378770	0	0	0	0	1	0
FOXD3-AS1	176	100	135	272	208	298
FOXD3	109	75	87	161	90	113
MIR6068	3	0	0	0	0	0
ALG6	366	269	303	739	556	802
ITGB3BP	265	174	184	909	599	830
LOC102724319	2	0	1	2	2	0
EFCAB7	189	163	201	407	344	480
DLEU2L	16	15	12	44	30	50
PGM1	795	549	601	2034	1339	1755
LOC105378771	0	0	1	4	1	0
ROR1	32	22	27	10	7	9
LOC105378772	0	0	0	0	0	0
ROR1-AS1	0	0	0	0	0	0
LOC105378773	1	0	0	0	0	0
UBE2U	0	0	0	0	0	0
LOC105378774	0	0	0	0	0	0
LOC107984966	4	4	0	4	2	3
CACHD1	507	401	446	524	374	525
MIR4794	0	0	0	0	0	0
RAVER2	1413	1002	1155	1822	1227	1688
JAK1	11136	8289	8738	13688	9285	12371
LINC01359	25	11	12	38	26	29
MIR3671	7	5	6	9	6	4
MIR101-1	1	3	0	2	1	2
AK4	2944	2178	2303	7036	5043	6606
DNAJC6	1125	865	944	1436	943	1365
LOC102724416	4	3	9	15	5	8
LOC112268227	0	1	0	3	4	2
LEPR	395	269	306	603	476	619
LEPROT	2757	1997	2249	3867	2695	4006
PDE4B	11	13	16	56	32	82
PDE4B-AS1	0	0	0	0	0	0
LOC105378776	0	0	0	0	0	0
SGIP1	0	1	0	0	0	0
MIR3117	0	0	0	0	0	0
DYNLT5	0	0	0	0	0	0
INSL5	3	1	0	0	0	0
DNAI4	195	189	197	206	150	209
MIER1	1370	970	1044	1806	1307	1763
SLC35D1	1037	805	895	1761	1208	1543
C1orf141	3	0	0	0	0	0
IL23R	1	0	0	0	0	0
IL12RB2	21	21	15	12	3	9
LOC105378779	5	0	4	0	0	1
SERBP1	13815	9841	10893	27725	19427	26393
LINC01702	0	0	0	0	0	0
LOC105378780	0	0	0	0	1	3
GADD45A	1635	1167	1282	671	499	682
GNG12	2779	1971	2223	3687	2738	3511
LOC105378781	3	2	3	0	2	1
GNG12-AS1	43	32	43	59	33	48
DIRAS3	6	8	7	6	9	12
WLS	1271	834	991	1328	846	1223
MIR1262	0	0	0	0	1	0
LOC105378782	0	0	0	0	0	0
RPE65	0	0	0	0	0	0
DEPDC1	101	68	76	1841	1212	1905
DEPDC1-AS1	1	0	0	2	7	7
LOC107984967	0	0	0	0	0	0
LOC105378783	0	0	0	0	2	0
LINC01707	0	0	1	0	0	0
LOC105378787	0	0	0	0	0	0
LINC02791	0	0	0	0	0	0
LINC01758	0	0	0	0	0	0
LOC105378789	1	1	2	1	0	0
LOC105378790	0	0	0	2	2	0
LRRC7	7	8	6	10	4	9
PIN1P1	0	0	0	0	0	0
LRRC7-AS1	1	0	1	0	0	1
LRRC40	474	350	381	871	616	965
SRSF11	9116	6639	7264	13821	9657	13165
ANKRD13C	993	732	838	1372	926	1319
HHLA3	243	172	213	429	337	432
HHLA3-AS1	8	9	10	25	18	24
CTH	123	90	71	238	172	222
LOC105378793	0	0	0	0	0	0
LOC105378794	0	0	0	0	0	0
LINC01788	0	0	0	0	0	0
LOC102724572	1	0	0	1	0	0
PTGER3	73	53	47	22	8	18
LOC107985517	0	3	0	0	0	0
ZRANB2-AS1	225	160	183	438	282	366
ZRANB2	2658	1928	2085	4797	3314	4586
MIR186	40	45	42	109	60	81
ZRANB2-DT	13	9	5	12	20	19
LOC105378795	1	0	1	3	1	0
NEGR1	4	1	1	1	2	1
NEGR1-IT1	0	0	0	0	0	0
LOC105378797	0	1	0	0	0	0
LOC105378796	0	0	0	0	0	0
LOC105378798	0	0	0	1	0	0
LINC02796	0	0	0	1	0	0
LINC02797	0	0	0	2	0	0
LOC105378800	0	0	0	0	0	0
LINC01360	0	0	0	0	0	0
LOC105378801	0	0	0	0	0	0
